"","reference_contig","position","variable","value"
"5052","KC677631",890,"FET_3.7",0
"5053","KC677631",892,"FET_3.7",0
"5054","KC677631",897,"FET_3.7",0.302
"5055","KC677631",934,"FET_3.7",0
"5056","KC677631",997,"FET_3.7",0
"5057","KC677631",998,"FET_3.7",2.503
"5058","KC677631",1009,"FET_3.7",0
"5059","KC677631",1011,"FET_3.7",0
"5060","KC677631",1024,"FET_3.7",0
"5061","KC677631",1032,"FET_3.7",0
"5062","KC677631",1037,"FET_3.7",0
"5063","KC677631",1063,"FET_3.7",2.919
"5064","KC677631",1065,"FET_3.7",0
"5065","KC677631",1082,"FET_3.7",0
"5066","KC677631",1095,"FET_3.7",0.3
"5067","KC677631",1121,"FET_3.7",0
"5068","KC677631",1154,"FET_3.7",0
"5069","KC677631",1196,"FET_3.7",0.319
"5070","KC677631",1201,"FET_3.7",0
"5071","KC677631",1249,"FET_3.7",0
"5072","KC677631",1260,"FET_3.7",0
"5073","KC677631",1272,"FET_3.7",0
"5074","KC677631",1275,"FET_3.7",0.288
"5075","KC677631",1296,"FET_3.7",0
"5076","KC677631",1301,"FET_3.7",0.451
"5077","KC677631",1356,"FET_3.7",0
"5078","KC677631",1398,"FET_3.7",0
"5079","KC677631",1433,"FET_3.7",1.228
"5080","KC677631",1476,"FET_3.7",0
"5081","KC677631",1533,"FET_3.7",0
"5082","KC677631",1551,"FET_3.7",0
"5083","KC677631",1555,"FET_3.7",0.687
"5084","KC677631",1561,"FET_3.7",0
"5085","KC677631",1566,"FET_3.7",0
"5086","KC677631",1582,"FET_3.7",0
"5087","KC677631",1652,"FET_3.7",0
"5088","KC677631",1671,"FET_3.7",0
"5089","KC677631",1701,"FET_3.7",0
"5090","KC677631",1708,"FET_3.7",0
"5091","KC677631",1790,"FET_3.7",0
"5092","KC677631",1792,"FET_3.7",0.213
"5093","KC677631",1797,"FET_3.7",0
"5094","KC677631",1819,"FET_3.7",0
"5095","KC677631",1827,"FET_3.7",1.851
"5096","KC677631",1881,"FET_3.7",0
"5097","KC677631",1897,"FET_3.7",0
"5098","KC677631",1899,"FET_3.7",1.597
"5099","KC677631",1912,"FET_3.7",1.484
"5100","KC677631",1914,"FET_3.7",0
"5101","KC677631",1921,"FET_3.7",4.196
"5102","KC677631",1922,"FET_3.7",0.562
"5103","KC677631",1933,"FET_3.7",2.639
"5104","KC677631",2071,"FET_3.7",1.609
"5105","KC677631",2109,"FET_3.7",0
"5106","KC677631",2111,"FET_3.7",1.483
"5107","KC677631",2126,"FET_3.7",0.309
"5108","KC677631",2144,"FET_3.7",0
"5109","KC677631",2225,"FET_3.7",0
"5110","KC677631",2240,"FET_3.7",1.485
"5111","KC677631",2292,"FET_3.7",0
"5112","KC677631",2314,"FET_3.7",0
"5113","KC677631",2329,"FET_3.7",0
"5114","KC677631",2340,"FET_3.7",0
"5115","KC677631",2439,"FET_3.7",0.529
"5116","KC677631",2514,"FET_3.7",0
"5117","KC677631",2561,"FET_3.7",0
"5118","KC677631",2565,"FET_3.7",2.908
"5119","KC677631",2601,"FET_3.7",0
"5120","KC677631",2608,"FET_3.7",0
"5121","KC677631",2648,"FET_3.7",0
"5122","KC677631",2665,"FET_3.7",0.303
"5123","KC677631",2762,"FET_3.7",1.512
"5124","KC677631",2781,"FET_3.7",1.546
"5125","KC677631",2788,"FET_3.7",0
"5126","KC677631",2796,"FET_3.7",0
"5127","KC677631",2855,"FET_3.7",0.664
"5128","KC677631",2862,"FET_3.7",0
"5129","KC677631",2868,"FET_3.7",0
"5130","KC677631",2955,"FET_3.7",0
"5131","KC677631",2976,"FET_3.7",0
"5132","KC677631",2979,"FET_3.7",0
"5133","KC677631",2986,"FET_3.7",0
"5134","KC677631",2990,"FET_3.7",2.15
"5135","KC677631",3000,"FET_3.7",0
"5136","KC677631",3017,"FET_3.7",0
"5137","KC677631",3057,"FET_3.7",0
"5138","KC677631",3068,"FET_3.7",0
"5139","KC677631",3080,"FET_3.7",0
"5140","KC677631",3110,"FET_3.7",0
"5141","KC677631",3136,"FET_3.7",0
"5142","KC677631",3204,"FET_3.7",0
"5143","KC677631",3214,"FET_3.7",0.346
"5144","KC677631",3230,"FET_3.7",0
"5145","KC677631",3246,"FET_3.7",0
"5146","KC677631",3305,"FET_3.7",0
"5147","KC677632",97,"FET_3.7",0
"5148","KC677632",186,"FET_3.7",0
"5149","KC677632",202,"FET_3.7",0
"5150","KC677632",215,"FET_3.7",0.527
"5151","KC677632",283,"FET_3.7",0
"5152","KC677632",328,"FET_3.7",0
"5153","KC677632",374,"FET_3.7",6
"5154","KC677632",465,"FET_3.7",0
"5155","KC677632",471,"FET_3.7",0
"5156","KC677632",510,"FET_3.7",0
"5157","KC677632",524,"FET_3.7",0.758
"5158","KC677632",559,"FET_3.7",0
"5159","KC677632",589,"FET_3.7",3.336
"5160","KC677632",608,"FET_3.7",3.646
"5161","KC677632",617,"FET_3.7",0
"5162","KC677632",640,"FET_3.7",0
"5163","KC677632",675,"FET_3.7",0
"5164","KC677632",680,"FET_3.7",0.379
"5165","KC677632",707,"FET_3.7",1.703
"5166","KC677632",717,"FET_3.7",0
"5167","KC677632",759,"FET_3.7",0
"5168","KC677632",760,"FET_3.7",0
"5169","KC677632",912,"FET_3.7",0
"5170","KC677632",917,"FET_3.7",9.826
"5171","KC677632",1042,"FET_3.7",5.145
"5172","KC677632",1136,"FET_3.7",0
"5173","KC677632",1286,"FET_3.7",0
"5174","KC677632",1306,"FET_3.7",4.714
"5175","KC677632",1312,"FET_3.7",0
"5176","KC677632",1464,"FET_3.7",0
"5177","KC677632",1554,"FET_3.7",6.135
"5178","KC677632",1555,"FET_3.7",0
"5179","KC677632",1559,"FET_3.7",1.118
"5180","KC677632",1702,"FET_3.7",0
"5181","KC677632",1713,"FET_3.7",0
"5182","KC677632",1721,"FET_3.7",0
"5183","KC677632",1723,"FET_3.7",0
"5184","KC677632",1763,"FET_3.7",0
"5185","KC677632",1771,"FET_3.7",0
"5186","KC677632",1797,"FET_3.7",0.364
"5187","KC677632",1815,"FET_3.7",5.071
"5188","KC677632",1842,"FET_3.7",0
"5189","KC677632",1875,"FET_3.7",0
"5190","KC677632",1879,"FET_3.7",0
"5191","KC677632",1901,"FET_3.7",0
"5192","KC677632",1924,"FET_3.7",3.121
"5193","KC677632",1934,"FET_3.7",0
"5194","KC677632",1941,"FET_3.7",0
"5195","KC677632",1956,"FET_3.7",20.38
"5196","KC677632",2014,"FET_3.7",0.591
"5197","KC677632",2038,"FET_3.7",0
"5198","KC677632",2110,"FET_3.7",0
"5199","KC677633",25,"FET_3.7",0
"5200","KC677633",53,"FET_3.7",0
"5201","KC677633",54,"FET_3.7",0
"5202","KC677633",120,"FET_3.7",0.522
"5203","KC677633",123,"FET_3.7",0
"5204","KC677633",139,"FET_3.7",0
"5205","KC677633",148,"FET_3.7",0
"5206","KC677633",167,"FET_3.7",0
"5207","KC677633",168,"FET_3.7",0
"5208","KC677633",171,"FET_3.7",0
"5209","KC677633",172,"FET_3.7",0.283
"5210","KC677633",181,"FET_3.7",0
"5211","KC677633",195,"FET_3.7",0.84
"5212","KC677633",208,"FET_3.7",0
"5213","KC677633",227,"FET_3.7",0
"5214","KC677633",233,"FET_3.7",0.284
"5215","KC677633",248,"FET_3.7",0.328
"5216","KC677633",256,"FET_3.7",1.076
"5217","KC677633",259,"FET_3.7",0
"5218","KC677633",319,"FET_3.7",1.409
"5219","KC677633",331,"FET_3.7",0
"5220","KC677633",370,"FET_3.7",0
"5221","KC677633",378,"FET_3.7",1.929
"5222","KC677633",382,"FET_3.7",0
"5223","KC677633",383,"FET_3.7",0
"5224","KC677633",401,"FET_3.7",0
"5225","KC677633",515,"FET_3.7",0
"5226","KC677633",522,"FET_3.7",0
"5227","KC677633",593,"FET_3.7",0
"5228","KC677633",603,"FET_3.7",0
"5229","KC677633",605,"FET_3.7",0
"5230","KC677633",639,"FET_3.7",0.301
"5231","KC677633",676,"FET_3.7",0
"5232","KC677633",684,"FET_3.7",0.301
"5233","KC677633",687,"FET_3.7",0
"5234","KC677633",726,"FET_3.7",0.302
"5235","KC677633",727,"FET_3.7",0
"5236","KC677633",824,"FET_3.7",0.344
"5237","KC677633",877,"FET_3.7",0
"5238","KC677633",900,"FET_3.7",1.947
"5239","KC677633",904,"FET_3.7",0
"5240","KC677633",909,"FET_3.7",0
"5241","KC677633",916,"FET_3.7",0.346
"5242","KC677633",974,"FET_3.7",0
"5243","KC677633",981,"FET_3.7",0
"5244","KC677633",1009,"FET_3.7",0
"5245","KC677633",1023,"FET_3.7",1.545
"5246","KC677633",1073,"FET_3.7",0
"5247","KC677633",1115,"FET_3.7",0
"5248","KC677633",1195,"FET_3.7",0
"5249","KC677633",1214,"FET_3.7",0
"5250","KC677633",1227,"FET_3.7",0
"5251","KC677633",1228,"FET_3.7",0
"5252","KC677633",1364,"FET_3.7",0
"5253","KC677633",1374,"FET_3.7",0
"5254","KC677633",1383,"FET_3.7",0
"5255","KC677633",1416,"FET_3.7",0
"5256","KC677633",1423,"FET_3.7",0
"5257","KC677633",1430,"FET_3.7",0
"5258","KC677633",1443,"FET_3.7",1.803
"5259","KC677633",1466,"FET_3.7",0
"5260","KC677633",1492,"FET_3.7",1.805
"5261","KC677633",1498,"FET_3.7",1.164
"5262","KC677633",1512,"FET_3.7",0.344
"5263","KC677633",1517,"FET_3.7",0
"5264","KC677633",1520,"FET_3.7",0
"5265","KC677633",1544,"FET_3.7",0.575
"5266","KC677633",1545,"FET_3.7",0
"5267","KC677633",1551,"FET_3.7",0
"5268","KC677633",1590,"FET_3.7",0
"5269","KC677633",1604,"FET_3.7",0
"5270","KC677633",1616,"FET_3.7",0
"5271","KC677633",1624,"FET_3.7",0
"5272","KC677633",1635,"FET_3.7",1.437
"5273","KC677633",1694,"FET_3.7",0
"5274","KC677633",1700,"FET_3.7",0
"5275","KC677633",1701,"FET_3.7",0
"5276","KC677633",1756,"FET_3.7",0
"5277","KC677633",1757,"FET_3.7",0.795
"5278","KC677633",1761,"FET_3.7",0
"5279","KC677633",1901,"FET_3.7",0
"5280","KC677634",88,"FET_3.7",0.248
"5281","KC677634",102,"FET_3.7",0.248
"5282","KC677634",122,"FET_3.7",0
"5283","KC677634",216,"FET_3.7",0
"5284","KC677634",234,"FET_3.7",0.693
"5285","KC677634",236,"FET_3.7",0
"5286","KC677634",256,"FET_3.7",0
"5287","KC677634",298,"FET_3.7",0
"5288","KC677634",325,"FET_3.7",4.656
"5289","KC677634",345,"FET_3.7",0
"5290","KC677634",361,"FET_3.7",0
"5291","KC677634",366,"FET_3.7",0
"5292","KC677634",369,"FET_3.7",0.942
"5293","KC677634",394,"FET_3.7",0
"5294","KC677634",400,"FET_3.7",0
"5295","KC677634",405,"FET_3.7",0
"5296","KC677634",412,"FET_3.7",0
"5297","KC677634",429,"FET_3.7",0.3
"5298","KC677634",443,"FET_3.7",0
"5299","KC677634",459,"FET_3.7",0
"5300","KC677634",460,"FET_3.7",0
"5301","KC677634",491,"FET_3.7",0
"5302","KC677634",512,"FET_3.7",0
"5303","KC677634",527,"FET_3.7",0
"5304","KC677634",535,"FET_3.7",1.516
"5305","KC677634",561,"FET_3.7",0.301
"5306","KC677634",565,"FET_3.7",0
"5307","KC677634",571,"FET_3.7",0
"5308","KC677634",590,"FET_3.7",0.905
"5309","KC677634",613,"FET_3.7",2.044
"5310","KC677634",695,"FET_3.7",0
"5311","KC677634",714,"FET_3.7",0
"5312","KC677634",715,"FET_3.7",0
"5313","KC677634",718,"FET_3.7",0
"5314","KC677634",722,"FET_3.7",0
"5315","KC677634",727,"FET_3.7",1.815
"5316","KC677634",739,"FET_3.7",0
"5317","KC677634",747,"FET_3.7",0
"5318","KC677634",768,"FET_3.7",0
"5319","KC677634",780,"FET_3.7",0
"5320","KC677635",79,"FET_3.7",0
"5321","KC677635",117,"FET_3.7",10.5
"5322","KC677635",179,"FET_3.7",14.04
"5323","KC677635",266,"FET_3.7",14
"5324","KC677635",268,"FET_3.7",16.41
"5325","KC677635",301,"FET_3.7",0.482
"5326","KC677635",374,"FET_3.7",16.94
"5327","KC677635",438,"FET_3.7",1.186
"5328","KC677635",452,"FET_3.7",20.62
"5329","KC677635",488,"FET_3.7",11.93
"5330","KC677635",538,"FET_3.7",1.115
"5331","KC677635",556,"FET_3.7",6.829
"5332","KC677635",575,"FET_3.7",3.553
"5333","KC677635",607,"FET_3.7",14.95
"5334","KC677635",641,"FET_3.7",1.607
"5335","KC677635",642,"FET_3.7",1.97
"5336","KC677635",644,"FET_3.7",7.63
"5337","KC677635",715,"FET_3.7",20
"5338","KC677635",731,"FET_3.7",12.38
"5339","KC677635",732,"FET_3.7",10.96
"5340","KC677635",747,"FET_3.7",0.27
"5341","KC677635",787,"FET_3.7",1.544
"5342","KC677635",805,"FET_3.7",4.653
"5343","KC677635",822,"FET_3.7",8.588
"5344","KC677635",831,"FET_3.7",4.1
"5345","KC677635",880,"FET_3.7",2.24
"5346","KC677635",919,"FET_3.7",17.31
"5347","KC677635",940,"FET_3.7",10.16
"5348","KC677635",956,"FET_3.7",8.321
"5349","KC677635",964,"FET_3.7",9.235
"5350","KC677635",972,"FET_3.7",13.25
"5351","KC677635",1003,"FET_3.7",9.497
"5352","KC677635",1013,"FET_3.7",0.735
"5353","KC677635",1046,"FET_3.7",1.403
"5354","KC677635",1047,"FET_3.7",1.316
"5355","KC677635",1079,"FET_3.7",14.97
"5356","KC677635",1082,"FET_3.7",6.601
"5357","KC677635",1087,"FET_3.7",0
"5358","KC677635",1150,"FET_3.7",7.986
"5359","KC677635",1160,"FET_3.7",9.708
"5360","KC677635",1179,"FET_3.7",9.28
"5361","KC677635",1205,"FET_3.7",7.026
"5362","KC677635",1220,"FET_3.7",0
"5363","KC677635",1245,"FET_3.7",6.742
"5364","KC677635",1259,"FET_3.7",11.51
"5365","KC677635",1284,"FET_3.7",9.795
"5366","KC677635",1304,"FET_3.7",8.467
"5367","KC677635",1356,"FET_3.7",11.63
"5368","KC677635",1501,"FET_3.7",3.924
"5369","KC677635",1528,"FET_3.7",0
"5370","KC677635",1580,"FET_3.7",11.89
"5371","KC677635",1624,"FET_3.7",11.2
"5372","KC677635",1661,"FET_3.7",8.458
"5373","KC677635",1677,"FET_3.7",0
"5374","KC677635",1809,"FET_3.7",10.38
"5375","KC677635",1853,"FET_3.7",5.803
"5376","KC677635",1868,"FET_3.7",0
"5377","KC677635",1918,"FET_3.7",18.69
"5378","KC677635",1936,"FET_3.7",12.63
"5379","KC677635",1948,"FET_3.7",14.01
"5380","KC677635",2048,"FET_3.7",6.309
"5381","KC677635",2060,"FET_3.7",0
"5382","KC677635",2070,"FET_3.7",5.208
"5383","KC677635",2073,"FET_3.7",0
"5384","KC677635",2119,"FET_3.7",1.305
"5385","KC677635",2120,"FET_3.7",8.027
"5386","KC677635",2143,"FET_3.7",7.881
"5387","KC677635",2173,"FET_3.7",16.01
"5388","KC677635",2234,"FET_3.7",1.072
"5389","KC677635",2254,"FET_3.7",0
"5390","KC677635",2270,"FET_3.7",8.459
"5391","KC677635",2295,"FET_3.7",0
"5392","KC677635",2323,"FET_3.7",0.253
"5393","KC677635",2329,"FET_3.7",0
"5394","KC677635",2337,"FET_3.7",5.439
"5395","KC677635",2348,"FET_3.7",14.49
"5396","KC677635",2359,"FET_3.7",0
"5397","KC677635",2384,"FET_3.7",23.69
"5398","KC677635",2393,"FET_3.7",0
"5399","KC677635",2432,"FET_3.7",0
"5400","KC677635",2442,"FET_3.7",3.591
"5401","KC677635",2483,"FET_3.7",11.63
"5402","KC677635",2487,"FET_3.7",13.39
"5403","KC677635",2493,"FET_3.7",0
"5404","KC677635",2528,"FET_3.7",4.431
"5405","KC677635",2542,"FET_3.7",0
"5406","KC677635",2547,"FET_3.7",0
"5407","KC677635",2550,"FET_3.7",1.804
"5408","KC677635",2578,"FET_3.7",0
"5409","KC677635",2587,"FET_3.7",0
"5410","KC677635",2593,"FET_3.7",0
"5411","KC677635",2644,"FET_3.7",1.564
"5412","KC677635",2698,"FET_3.7",0
"5413","KC677635",2735,"FET_3.7",20.31
"5414","KC677636",127,"FET_3.7",0
"5415","KC677636",132,"FET_3.7",0
"5416","KC677636",162,"FET_3.7",8.445
"5417","KC677636",194,"FET_3.7",0
"5418","KC677636",202,"FET_3.7",0
"5419","KC677636",507,"FET_3.7",0
"5420","KC677636",598,"FET_3.7",0
"5421","KC677636",639,"FET_3.7",2.045
"5422","KC677636",642,"FET_3.7",16.56
"5423","KC677636",712,"FET_3.7",0
"5424","KC677636",756,"FET_3.7",0
"5425","KC677636",834,"FET_3.7",0.767
"5426","KC677636",1088,"FET_3.7",0
"5427","KC677636",1231,"FET_3.7",0
"5428","KC677636",1235,"FET_3.7",0
"5429","KC677636",1274,"FET_3.7",2.048
"5430","KC677636",1442,"FET_3.7",0
"5431","KC677636",1460,"FET_3.7",0
"5432","KC677636",1503,"FET_3.7",0
"5433","KC677636",1557,"FET_3.7",0
"5434","KC677636",1711,"FET_3.7",0
"5435","KC677636",1807,"FET_3.7",0
"5436","KC677636",1847,"FET_3.7",0
"5437","KC677636",1896,"FET_3.7",0
"5438","KC677637",322,"FET_3.7",0.377
"5439","KC677637",327,"FET_3.7",4.543
"5440","KC677637",389,"FET_3.7",0
"5441","KC677637",600,"FET_3.7",0
"5442","KC677637",607,"FET_3.7",0
"5443","KC677637",750,"FET_3.7",0
"5444","KC677637",760,"FET_3.7",0
"5445","KC677637",768,"FET_3.7",12.44
"5446","KC677637",772,"FET_3.7",0.263
"5447","KC677637",796,"FET_3.7",4.09
"5448","KC677637",811,"FET_3.7",0
"5449","KC677637",833,"FET_3.7",1.983
"5450","KC677637",836,"FET_3.7",16.92
"5451","KC677637",887,"FET_3.7",4.376
"5452","KC677637",937,"FET_3.7",0
"5453","KC677637",1007,"FET_3.7",0
"5454","KC677637",1022,"FET_3.7",0
"5455","KC677637",1035,"FET_3.7",0
"5456","KC677637",1075,"FET_3.7",0
"5457","KC677637",1097,"FET_3.7",0
"5458","KC677637",1103,"FET_3.7",0
"5459","KC677637",1104,"FET_3.7",0
"5460","KC677637",1134,"FET_3.7",0
"5461","KC677637",1141,"FET_3.7",21.48
"5462","KC677637",1150,"FET_3.7",0.338
"5463","KC677637",1161,"FET_3.7",10.17
"5464","KC677637",1170,"FET_3.7",0
"5465","KC677637",1186,"FET_3.7",0
"5466","KC677637",1187,"FET_3.7",0
"5467","KC677637",1202,"FET_3.7",0
"5468","KC677637",1230,"FET_3.7",0
"5469","KC677637",1232,"FET_3.7",0
"5470","KC677637",1239,"FET_3.7",8.601
"5471","KC677637",1249,"FET_3.7",0
"5472","KC677637",1250,"FET_3.7",0
"5473","KC677637",1258,"FET_3.7",0
"5474","KC677637",1259,"FET_3.7",0
"5475","KC677637",1267,"FET_3.7",0
"5476","KC677637",1270,"FET_3.7",0.328
"5477","KC677637",1282,"FET_3.7",1.48
"5478","KC677637",1296,"FET_3.7",0.308
"5479","KC677637",1300,"FET_3.7",0
"5480","KC677637",1302,"FET_3.7",0
"5481","KC677637",1303,"FET_3.7",0
"5482","KC677637",1315,"FET_3.7",0
"5483","KC677637",1318,"FET_3.7",0
"5484","KC677637",1326,"FET_3.7",0
"5485","KC677637",1328,"FET_3.7",0.3
"5486","KC677637",1337,"FET_3.7",0
"5487","KC677637",1338,"FET_3.7",0
"5488","KC677637",1339,"FET_3.7",0.3
"5489","KC677637",1346,"FET_3.7",0.301
"5490","KC677637",1365,"FET_3.7",2.72
"5491","KC677637",1376,"FET_3.7",0
"5492","KC677637",1444,"FET_3.7",0
"5493","KC677637",1494,"FET_3.7",10.51
"5494","KC677637",1561,"FET_3.7",0
"5495","KC677637",1571,"FET_3.7",0
"5496","KC677637",1628,"FET_3.7",2.199
"5497","KC677637",1641,"FET_3.7",0
"5498","KC677637",1688,"FET_3.7",0
"5499","KC677637",1703,"FET_3.7",0
"5500","KC677637",1706,"FET_3.7",0
"5501","KC677637",1729,"FET_3.7",0
"5502","KC677637",1783,"FET_3.7",0
"5503","KC677637",1790,"FET_3.7",0
"5504","KC677637",1792,"FET_3.7",0
"5505","KC677637",1806,"FET_3.7",2.4
"5506","KC677637",1813,"FET_3.7",1.955
"5507","KC677638",124,"FET_3.7",0
"5508","KC677638",141,"FET_3.7",0
"5509","KC677638",148,"FET_3.7",0.616
"5510","KC677638",174,"FET_3.7",0
"5511","KC677638",204,"FET_3.7",0
"5512","KC677638",257,"FET_3.7",0
"5513","KC677638",308,"FET_3.7",0.816
"5514","KC677638",330,"FET_3.7",0.786
"5515","KC677638",455,"FET_3.7",0
"5516","KC677638",459,"FET_3.7",16.78
"5517","KC677638",467,"FET_3.7",0
"5518","KC677638",508,"FET_3.7",0
"5519","KC677638",509,"FET_3.7",0
"5520","KC677638",575,"FET_3.7",0
"5521","KC677638",616,"FET_3.7",21.3
"5522","KC677638",631,"FET_3.7",0
"5523","KC677638",632,"FET_3.7",0
"5524","KC677638",636,"FET_3.7",18.36
"5525","KC677638",718,"FET_3.7",28.32
"5526","KC677638",723,"FET_3.7",0
"5527","KC677638",813,"FET_3.7",0
"5528","KC677638",840,"FET_3.7",0
"5529","KC677638",855,"FET_3.7",0
"5530","KC677638",902,"FET_3.7",0
"5531","KC677638",904,"FET_3.7",6.926
"5532","KC677638",955,"FET_3.7",0.338
"5533","KC677638",978,"FET_3.7",0
"5534","KC677638",997,"FET_3.7",29.89
"5535","KC677638",1012,"FET_3.7",0
"5536","KC677638",1023,"FET_3.7",0
"5537","KC677638",1058,"FET_3.7",33.32
"5538","KC677638",1124,"FET_3.7",0
"5539","KC677638",1194,"FET_3.7",0
"5540","KC677638",1310,"FET_3.7",2.864
"5541","KC677638",1330,"FET_3.7",0
"5542","KC677638",1339,"FET_3.7",1.034
"5543","KC677638",1342,"FET_3.7",1.613
"5544","KC677638",1345,"FET_3.7",0
"5545","KC677639",135,"FET_3.7",0
"5546","KC677639",201,"FET_3.7",0
"5547","KC677639",210,"FET_3.7",1.957
"5548","KC677639",222,"FET_3.7",0
"5549","KC677639",239,"FET_3.7",0
"5550","KC677639",252,"FET_3.7",0
"5551","KC677639",312,"FET_3.7",0.638
"5552","KC677639",359,"FET_3.7",0
"5553","KC677639",369,"FET_3.7",0
"5554","KC677639",414,"FET_3.7",1.017
"5555","KC677639",418,"FET_3.7",0
"5556","KC677639",419,"FET_3.7",0.477
"5557","KC677639",427,"FET_3.7",0
"5558","KC677639",432,"FET_3.7",0
"5559","KC677639",486,"FET_3.7",0.432
"5560","KC677639",504,"FET_3.7",0
"5561","KC677639",543,"FET_3.7",0
"5562","KC677639",649,"FET_3.7",0
"5563","KC677639",659,"FET_3.7",0
"5564","KC677639",692,"FET_3.7",0
"5565","KC677639",781,"FET_3.7",18.17
"5566","KC677639",795,"FET_3.7",0
"5567","KC677639",797,"FET_3.7",0
"5568","KC677639",882,"FET_3.7",0.243
"5569","KC677640",41,"FET_3.7",0
"5570","KC677640",67,"FET_3.7",0.317
"5571","KC677640",89,"FET_3.7",0
"5572","KC677640",160,"FET_3.7",0
"5573","KC677640",183,"FET_3.7",0
"5574","KC677640",186,"FET_3.7",0
"5575","KC677640",229,"FET_3.7",0
"5576","KC677640",230,"FET_3.7",0.34
"5577","KC677640",242,"FET_3.7",0
"5578","KC677640",371,"FET_3.7",0
"5579","KC677640",411,"FET_3.7",0.381
"5580","KC677640",441,"FET_3.7",0
"5581","KC677640",461,"FET_3.7",1.024
"5582","KC677640",462,"FET_3.7",0.618
"5583","KC677640",473,"FET_3.7",0
"5584","KC677640",483,"FET_3.7",1.979
"5585","KC677640",495,"FET_3.7",1.347
"5586","KC677640",496,"FET_3.7",0
"5587","KC677640",538,"FET_3.7",0
"5588","KC677640",551,"FET_3.7",0.361
"5589","KC677640",562,"FET_3.7",2.244
"5590","KC677640",575,"FET_3.7",0
"5591","KC677631",191,"FET_3.8",0
"5592","KC677631",309,"FET_3.8",0
"5593","KC677631",373,"FET_3.8",0.666
"5594","KC677631",432,"FET_3.8",0
"5595","KC677631",456,"FET_3.8",0
"5596","KC677631",485,"FET_3.8",0
"5597","KC677631",510,"FET_3.8",0
"5598","KC677631",514,"FET_3.8",0
"5599","KC677631",516,"FET_3.8",0
"5600","KC677631",554,"FET_3.8",0
"5601","KC677631",560,"FET_3.8",1.181
"5602","KC677631",565,"FET_3.8",0
"5603","KC677631",671,"FET_3.8",3.413
"5604","KC677631",733,"FET_3.8",1.787
"5605","KC677631",765,"FET_3.8",5.604
"5606","KC677631",787,"FET_3.8",0
"5607","KC677631",801,"FET_3.8",0
"5608","KC677631",810,"FET_3.8",1.382
"5609","KC677631",850,"FET_3.8",2.441
"5610","KC677631",859,"FET_3.8",1.604
"5611","KC677631",890,"FET_3.8",0
"5612","KC677631",892,"FET_3.8",0
"5613","KC677631",897,"FET_3.8",0
"5614","KC677631",934,"FET_3.8",0.303
"5615","KC677631",997,"FET_3.8",0
"5616","KC677631",998,"FET_3.8",2.154
"5617","KC677631",1009,"FET_3.8",0
"5618","KC677631",1011,"FET_3.8",0
"5619","KC677631",1024,"FET_3.8",0
"5620","KC677631",1032,"FET_3.8",0
"5621","KC677631",1037,"FET_3.8",1.218
"5622","KC677631",1063,"FET_3.8",3.286
"5623","KC677631",1065,"FET_3.8",0
"5624","KC677631",1082,"FET_3.8",0
"5625","KC677631",1095,"FET_3.8",0
"5626","KC677631",1121,"FET_3.8",0.898
"5627","KC677631",1154,"FET_3.8",1.084
"5628","KC677631",1196,"FET_3.8",1.391
"5629","KC677631",1201,"FET_3.8",0
"5630","KC677631",1249,"FET_3.8",0
"5631","KC677631",1260,"FET_3.8",0
"5632","KC677631",1272,"FET_3.8",0.304
"5633","KC677631",1275,"FET_3.8",0.232
"5634","KC677631",1296,"FET_3.8",0
"5635","KC677631",1301,"FET_3.8",0.32
"5636","KC677631",1356,"FET_3.8",0
"5637","KC677631",1398,"FET_3.8",0.916
"5638","KC677631",1433,"FET_3.8",2.078
"5639","KC677631",1476,"FET_3.8",0
"5640","KC677631",1533,"FET_3.8",0
"5641","KC677631",1551,"FET_3.8",0.806
"5642","KC677631",1555,"FET_3.8",1.105
"5643","KC677631",1561,"FET_3.8",0
"5644","KC677631",1566,"FET_3.8",0
"5645","KC677631",1582,"FET_3.8",0.522
"5646","KC677631",1652,"FET_3.8",0.994
"5647","KC677631",1671,"FET_3.8",0
"5648","KC677631",1701,"FET_3.8",0.539
"5649","KC677631",1708,"FET_3.8",1.053
"5650","KC677631",1790,"FET_3.8",1.073
"5651","KC677631",1792,"FET_3.8",0.755
"5652","KC677631",1797,"FET_3.8",0
"5653","KC677631",1819,"FET_3.8",0
"5654","KC677631",1827,"FET_3.8",2.654
"5655","KC677631",1881,"FET_3.8",0
"5656","KC677631",1897,"FET_3.8",0
"5657","KC677631",1899,"FET_3.8",0
"5658","KC677631",1912,"FET_3.8",0
"5659","KC677631",1914,"FET_3.8",0
"5660","KC677631",1921,"FET_3.8",4.968
"5661","KC677631",1922,"FET_3.8",0
"5662","KC677631",1933,"FET_3.8",0.605
"5663","KC677631",2071,"FET_3.8",1.919
"5664","KC677631",2109,"FET_3.8",0
"5665","KC677631",2111,"FET_3.8",0
"5666","KC677631",2126,"FET_3.8",0.583
"5667","KC677631",2144,"FET_3.8",0
"5668","KC677631",2225,"FET_3.8",1.266
"5669","KC677631",2240,"FET_3.8",2.926
"5670","KC677631",2292,"FET_3.8",0
"5671","KC677631",2314,"FET_3.8",0
"5672","KC677631",2329,"FET_3.8",0
"5673","KC677631",2340,"FET_3.8",0.401
"5674","KC677631",2439,"FET_3.8",0.916
"5675","KC677631",2514,"FET_3.8",2.456
"5676","KC677631",2561,"FET_3.8",0
